company_name,typeOfBusiness,sector,regionsOfOperation,newRegionsTargeting,website
MGA,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Latin America",
Bingos reunidos,"Supplier (product, technology or service)","Casino & Games, Bingo",MENA (Middle East North Africa),Europe,
scopely,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Australasia",Asia,
MGA Games,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Peter&Sons,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",North America,
SEGUROBET / KINGPANDA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Latin America,Latin America,
CLONWERK,"Supplier (product, technology or service)",Casino & Games,"Europe, MENA (Middle East North Africa)","Asia, Africa, Latin America",https://www.clonwerk.it/
SEOBROTHERS,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Africa","North America, Asia, Africa",
NivoGames,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Service Lai,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
HRG Studios,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
SeuBet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Latin America,Latin America,
Zitro,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America",Europe,
Sharkroll,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Lottery, Sports Betting, Esports","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Asia, Africa, Latin America",
Havion Media,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Asia, Latin America",Latin America,
CardoGate,"Supplier (product, technology or service)",Casino & Games,Europe,"Asia, Africa, MENA (Middle East North Africa)",
WonWon Gaming,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Asia,Europe,
Shikabet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Africa,Asia,
Razor Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, Africa, Latin America",Latin America,
ShopBet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting","Europe, Asia","Europe, Asia",
Yggdrasil,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia","Europe, North America, Asia, Latin America",
SIGA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Tribal",North America,North America,
Dragongamingcasinos,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America","Europe, North America, Latin America",
SIGA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting, Hospitality, Payments, Tribal",North America,North America,
TapKing,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Latin America,Asia,
SIKS,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia","Europe, Asia, Africa, Latin America",
La Finteca,"Supplier (product, technology or service)","Casino & Games, Payments",Latin America,Latin America,
SIKS,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Sports Betting","Europe, Asia","Europe, Africa, Latin America",
Episens,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia","Europe, North America, Asia",
TapKing,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Zitro,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America",North America,
Silver Social Games,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social",North America,North America,
MR9,"Supplier (product, technology or service)","Casino & Games, Esports",Asia,Asia,
Upstars,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Silverspin,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports","Europe, Asia","Europe, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
B8api,"Supplier (product, technology or service)",Casino & Games,Asia,Asia,
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Silverspin,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia, Africa","Africa, Latin America",
Silverspin,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia",Africa,
Big Daddy Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Veda Gaming,"Supplier (product, technology or service)","Casino & Games, Payments",Asia,Asia,
Sinai Grand Casino,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,MENA (Middle East North Africa),MENA (Middle East North Africa),
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Sinspired,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Sinspired Studio,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, North America, Asia",
Sisal,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Sisal,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting",Europe,Europe,
Interplay.tech,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Latin America,Latin America,
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
SISAL SANS,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Lottery, Esports","Europe, Asia","Europe, Asia",https://www.sisalsans.com/
Quetta spin,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia",Europe,
Sisal Sans,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Lottery, Esports","Europe, Asia","Europe, Asia",
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Sisu Tech OU,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Asia",
SkillOnNet,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo","Europe, North America, Asia, Latin America","Europe, North America, Asia, Latin America",
Slotino,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Slovaria,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Coin-op/Amusements","Europe, North America",Latin America,
Vegangster,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa","Europe, Asia, Africa",
SPRIBE,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Derivco,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America",Europe,
Freelance,"Supplier (product, technology or service)",Casino & Games,Europe,Latin America,
Slovmatic,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Smart Betting,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting, Esports",Africa,Africa,
Snai,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports",Europe,Europe,
HOLI,"Supplier (product, technology or service)","Casino & Games, Bingo, Lottery","Europe, North America, Asia","Latin America, Australasia",
Bejoynd AB,"Supplier (product, technology or service)",Casino & Games,"Europe, Latin America","Europe, Latin America",
Snaitech,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Snaitech,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Softsich,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
"Solverde, S.A.",Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Security/Cyber-security",Europe,Europe,
